_id,is_chemical_fertilizer_used,is_chemical_insecticide_used,is_chemical_weedice_used,is_chemical_organic_manuevers,irrigation,irrigation_sys,__id
6353e6cbe10045213e4835b2,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6353e6c3e10045213e4835a6
6353f4bb5e34323ab1d5269b,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6353f4ba5e34323ab1d5268f
6353fe824d4a09529d7c460b,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6353fe804d4a09529d7c45ff
63564102789e6aaf7f0ff8d8,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63564100789e6aaf7f0ff8cc
6356841d6239429e9ec61233,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6356841b6239429e9ec61227
635771f898da8b98bcddcc96,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635771f798da8b98bcddcc8a
63578186541ca16808edefc7,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63578184541ca16808edefbb
6357b81d267dfc8b5f2b8dc4,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357b81c267dfc8b5f2b8db8
6357c46c4c76f4f25afe2d40,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357c46a4c76f4f25afe2d34
6357c4ba6a86421101b0aac2,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357c4b96a86421101b0aab6
6357c736492b489bfa3e1255,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357c734492b489bfa3e1249
6357ccdac36ac55f992f3efc,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357ccd9c36ac55f992f3ef0
6357cf6c5d2fedc5a584cf9a,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357cf6a5d2fedc5a584cf8e
6357cffa5d2fedc5a584cfaa,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357cff95d2fedc5a584cf9e
6357d03ccd671b45d68ea660,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357d03bcd671b45d68ea654
6357d096cdc1e4f4ae16ca4c,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357d095cdc1e4f4ae16ca40
6357d0bdcdc1e4f4ae16ca5d,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357d0bccdc1e4f4ae16ca51
6357d0eacdc1e4f4ae16ca6e,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357d0e8cdc1e4f4ae16ca62
6357d10ae3cc3d0261f9467d,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357d109e3cc3d0261f94671
6357e60f5c9b36349ae3311a,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357e60e5c9b36349ae3310e
6357edced886876adaa33288,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357edccd886876adaa3327c
6357eef337f538cf6cf77803,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357eef037f538cf6cf777f7
6357f10b844d595746fd4e7d,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357f109844d595746fd4e71
6357f15e844d595746fd4e8f,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357f15c844d595746fd4e83
6357f16d844d595746fd4ea0,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357f16b844d595746fd4e94
6357f60d16f2e59297778592,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357f60b16f2e59297778586
6357face7fc70c0cb0ba4b63,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6357facc7fc70c0cb0ba4b57
6358100d0367d83c9e3ce3fd,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6358100b0367d83c9e3ce3f1
635810650367d83c9e3ce40f,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635810630367d83c9e3ce403
635810a20367d83c9e3ce421,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635810a00367d83c9e3ce415
63581862967ab1b1de628cc4,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6358185f967ab1b1de628cb8
635819682d06f7ad737f7337,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635819652d06f7ad737f732b
6358196d5a78970cea47a882,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6358196b5a78970cea47a876
635819e75a78970cea47a892,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635819e55a78970cea47a886
635819e92d06f7ad737f7347,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635819e72d06f7ad737f733b
635819efd5ee746de45039d0,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635819ecd5ee746de45039c4
63581a74d5ee746de45039e0,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581a72d5ee746de45039d4
63581a762d06f7ad737f7357,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581a745a78970cea47a896
63581a765a78970cea47a8a2,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581a745a78970cea47a896
63581a7a09f277fb51d4b91c,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581a7809f277fb51d4b910
63581b1570cdcf60ef1b8862,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581b1370cdcf60ef1b8856
63581b5db5ccf54f42a329a6,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581b5bb5ccf54f42a3299a
63581babb5ccf54f42a329b8,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581ba9b5ccf54f42a329ac
63581bbcbf490f104b895dce,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581bbabf490f104b895dc2
63581db02aac1bd215a799da,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581dae2aac1bd215a799ce
63581db261d20d666ebd2556,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581dab61d20d666ebd254a
63581db346a9930975397a72,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581db146a9930975397a66
63581db44bf561302fd4020c,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581db180fbe76b2f1ac880
63581db480fbe76b2f1ac88c,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63581db180fbe76b2f1ac880
635820724bf561302fd40222,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6358206f4bf561302fd40216
63582072a73da3558e78da14,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63582070a73da3558e78da08
63582077daf9147a881d2948,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63582074daf9147a881d293c
635820771e260a56ab3bc08b,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63582074daf9147a881d293c
63582077941b002f4424b1f1,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63582075941b002f4424b1e5
6358207747f9eb86e30019f1,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63582075941b002f4424b1e5
635820784072210b717d717f,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635820764072210b717d7173
635820783e0ed0491b66b3f9,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635820764072210b717d7173
63582b542dcb5e7b99ff7f6e,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63582b532dcb5e7b99ff7f62
63582c08ea95ff61fbc81440,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63582c07ea95ff61fbc81434
63583eb735eaecc64110cf81,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63583eb535eaecc64110cf75
63583ef135eaecc64110cf93,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63583eef35eaecc64110cf87
63583f3735eaecc64110cfa5,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63583f3535eaecc64110cf99
63583f7d35eaecc64110cfb7,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63583f7b35eaecc64110cfab
635fd6bf35bfb17ef5acbb07,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635fd6be35bfb17ef5acbafb
635fdb8ed9e7a65e640a2eb3,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635fdb8cd9e7a65e640a2ea7
635fdc47d9e7a65e640a2ec5,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635fdc45d9e7a65e640a2eb9
635fdd1ed9e7a65e640a2ed7,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635fdd1cd9e7a65e640a2ecb
635fde89d9e7a65e640a2ee9,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,635fde87d9e7a65e640a2edd
6362809e38c35e7e6511e0c4,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362809d38c35e7e6511e0b8
6362820b57d5b378c58d2146,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362820957d5b378c58d213a
636283bcb49a50e9eb905b11,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636283bab49a50e9eb905b05
636284a9b49a50e9eb905b23,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636284a7b49a50e9eb905b17
636284af6e9efd07132e1ea5,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636284ad6e9efd07132e1e99
6362b3a9a938d8bb573d9d1c,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362b3a7a938d8bb573d9d10
6362b5a29e124704968c431c,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362b5a09e124704968c4310
6362b5d39e124704968c432e,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362b5d19e124704968c4322
6362b6389e124704968c4340,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362b6369e124704968c4334
6362b656d3e78e49f3a69fe4,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362b654d3e78e49f3a69fd8
6362d063fdf5235db89646ae,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362d061fdf5235db89646a2
6362d0bdfdf5235db89646c0,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6362d0bbfdf5235db89646b4
636638b9bb2a3fccd3b0f735,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636638b7bb2a3fccd3b0f729
6367a562933776dfd090a2e5,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367a561933776dfd090a2d9
6367a647df1e500dcec48092,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367a645df1e500dcec48086
6367a9f1fd8b1d8275a40e88,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367a9effd8b1d8275a40e7c
6367ab92fd8b1d8275a40e9a,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367ab90fd8b1d8275a40e8e
6367abe0fd8b1d8275a40eac,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367abdefd8b1d8275a40ea0
6367ac03fd8b1d8275a40ebe,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367ac00fd8b1d8275a40eb2
6367e5933d3fae368253701d,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367e5913d3fae3682537011
6367e773f4149573362e77ed,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367e771f4149573362e77e1
6367ed3e38ba0acbd8c4b5cb,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367ed3b38ba0acbd8c4b5bf
6367f3afc41d084d436637bf,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367f3adc41d084d436637b3
6367f3bdc41d084d436637d1,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367f3bbc41d084d436637c5
6367f44ec41d084d436637e3,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367f44cc41d084d436637d7
6367f47ec41d084d436637f5,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,6367f47cc41d084d436637e9
636a6cd8228e8a3c98a6defc,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a6cd6228e8a3c98a6def0
636a6d46228e8a3c98a6df0f,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a6d44228e8a3c98a6df03
636a6db9228e8a3c98a6df21,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a6db7228e8a3c98a6df15
636a6e5f228e8a3c98a6df33,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a6e5d228e8a3c98a6df27
636a7371225be88355ea91c4,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a736f225be88355ea91b8
636a7477225be88355ea91d6,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a7475225be88355ea91ca
636a74a1225be88355ea91e8,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a749f225be88355ea91dc
636a7513225be88355ea91fa,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,636a7511225be88355ea91ee
6370007b203f856915867c70,"[True, 5.0]","[False, 0.0]","[False, 0.0]","[False, 0.0]",Open,Open,63700079203f856915867c64
